,Unnamed: 0,uid,date,app usage in morning,app usage in afternoon,app usage in evening,app usage in night,number of call in morning,number of call in afternoon,number of call in evening,number of call in night,number of Bluetooth contacts morning,number of Bluetooth contacts afternoon,number of Bluetooth contacts evening,number of Bluetooth contacts night,conversation in morning,conversation in afternoon,conversation in evening,conversation in night
621,2491,u50,2013-04-17,7,8,8,8,1,1,1,1,1,3,1,1,0.0,10.058333333333334,4.857692307692307,3.0354166666666664
622,2492,u50,2013-04-18,9,9,9,9,1,1,1,1,1,4,1,1,1.0166666666666666,13.41,3.4078431372549023,4.811458333333333
623,2493,u50,2013-04-19,9,9,9,9,1,1,1,1,2,4,1,1,6.891666666666667,8.572222222222221,3.9266666666666667,7.480555555555555
624,2494,u50,2013-04-20,9,9,11,9,1,1,1,1,0,0,3,2,0.0,1.0,5.152941176470588,3.383333333333333
625,2495,u50,2013-04-21,7,7,7,7,1,1,1,1,1,1,3,1,0.0,1.2583333333333333,0.0,6.8916666666666675
626,2496,u50,2013-04-22,7,0,1,7,1,0,1,1,1,0,1,2,0.0,0.0,6.616666666666666,0.0
627,2497,u50,2013-04-23,3,3,6,3,1,1,1,1,2,2,3,1,1.5,5.605555555555555,12.231481481481483,4.3
628,2498,u50,2013-04-24,6,9,8,7,1,1,1,1,2,2,1,2,0.0,7.791666666666667,1.9791666666666667,5.525925925925926
629,2499,u50,2013-04-25,0,0,0,7,0,0,0,1,0,0,0,1,0.0,0.0,0.0,4.162962962962963
630,2500,u50,2013-04-27,0,0,3,0,0,0,1,0,0,0,1,0,0.0,0.0,5.925757575757575,0.0
631,2501,u50,2013-04-28,2,2,2,2,1,1,1,1,1,2,3,3,0.0,5.541666666666666,2.145833333333333,5.067647058823529
632,2502,u50,2013-04-29,2,2,2,2,1,1,1,1,1,1,1,1,0.0,1.0,6.028125,0.0
633,2503,u50,2013-05-09,0,0,4,0,0,0,1,0,0,0,2,0,0.0,0.0,3.7472222222222222,0.0
634,2504,u50,2013-05-10,4,6,10,4,1,1,1,1,2,3,7,3,3.5166666666666666,12.527777777777779,38.95,6.383333333333333
635,2505,u50,2013-05-11,9,9,10,9,1,1,1,1,2,2,2,2,0.0,2.35,4.7,0.0
636,2506,u50,2013-05-12,3,3,4,14,1,1,1,1,2,0,0,5,1.1666666666666667,0.0,4.366666666666666,5.016666666666667
637,2508,u50,2013-05-14,9,0,4,9,1,0,1,1,0,0,4,0,0.0,0.0,5.65888888888889,3.8666666666666667
638,2509,u50,2013-05-15,1,2,2,10,1,1,1,1,3,3,4,4,0.0,7.845000000000001,8.229166666666668,5.782456140350877
639,2510,u50,2013-05-29,0,0,0,5,0,0,0,1,0,0,0,4,0.0,0.0,0.0,5.413095238095238
640,2512,u50,2013-05-31,0,0,7,0,0,0,1,0,0,0,3,0,0.0,0.0,28.990740740740744,0.0
641,2520,u51,2013-03-27,8,8,8,8,1,2,1,1,5,3,2,2,0.0,8.540000000000001,3.3888888888888893,0.0
642,2521,u51,2013-03-28,5,7,6,10,1,1,1,1,0,5,5,2,0.0,11.114285714285716,7.255555555555556,6.173333333333334
643,2522,u51,2013-03-29,5,8,6,8,1,1,1,3,0,9,4,2,0.0,57.05833333333333,9.07121212121212,7.54074074074074
644,2523,u51,2013-03-30,5,6,9,8,1,1,1,1,0,1,6,1,0.0,1.85,6.8493055555555555,17.894871794871793
645,2524,u51,2013-03-31,5,6,6,6,1,1,1,1,0,4,6,1,0.0,7.859999999999998,7.38888888888889,10.397916666666667
646,2525,u51,2013-04-01,5,8,9,6,1,4,1,2,2,5,3,4,10.676666666666666,8.22179487179487,6.782142857142857,5.23395061728395
647,2526,u51,2013-04-02,6,8,8,12,1,5,2,1,0,5,4,1,0.0,6.535416666666666,9.102941176470589,2.966666666666667
648,2527,u51,2013-04-03,7,8,7,9,1,1,1,2,0,0,0,4,0.0,0.0,0.0,6.508823529411764
649,2528,u51,2013-04-04,5,7,8,8,1,2,2,1,0,5,9,0,0.0,11.341666666666667,9.032456140350876,0.0
650,2529,u51,2013-04-05,2,4,7,5,1,3,2,1,0,6,4,0,0.0,7.794444444444445,6.264166666666666,7.416666666666667
651,2530,u51,2013-04-06,6,7,8,10,1,1,1,1,0,1,1,1,0.0,7.173809523809525,16.46764705882353,5.20909090909091
652,2531,u51,2013-04-07,5,7,8,9,1,1,1,1,0,2,5,1,0.0,6.3933333333333335,5.12843137254902,4.816666666666666
653,2532,u51,2013-04-08,6,10,6,8,1,1,1,1,0,1,7,2,0.0,0.0,4.52,4.609523809523809
654,2533,u51,2013-04-09,4,4,5,7,1,3,1,2,0,2,3,7,0.0,3.1399999999999997,4.873529411764706,5.1303921568627455
655,2534,u51,2013-04-10,5,6,6,8,1,1,2,1,0,1,2,2,0.0,3.1566666666666663,6.824166666666668,4.664102564102564
656,2535,u51,2013-04-11,3,5,5,8,1,1,1,3,0,5,7,3,0.0,11.364583333333334,9.215384615384615,9.154545454545454
657,2536,u51,2013-04-12,5,7,6,8,1,1,2,1,0,4,7,0,0.0,8.258333333333333,6.172619047619048,2.025
658,2537,u51,2013-04-13,4,6,10,5,1,1,1,1,0,0,6,3,0.0,0.0,5.694444444444444,3.4595238095238092
659,2538,u51,2013-04-14,6,6,5,7,1,1,1,1,0,2,5,2,0.0,3.3416666666666663,6.698958333333334,6.2700000000000005
660,2539,u51,2013-04-15,2,3,4,2,1,1,1,1,0,1,5,0,0.0,6.460416666666667,7.239583333333334,8.475
661,2540,u51,2013-04-16,4,6,6,9,1,1,1,1,0,0,3,4,0.0,4.029166666666667,4.558888888888888,3.7549019607843137
662,2541,u51,2013-04-17,3,6,6,6,1,1,1,1,0,2,6,1,0.0,2.8791666666666664,6.959803921568628,4.121052631578947
663,2542,u51,2013-04-18,1,5,10,5,1,1,1,1,1,3,5,1,5.316666666666666,15.169999999999998,5.875641025641026,6.124999999999999
664,2543,u51,2013-04-19,2,3,3,6,1,1,1,1,0,2,3,1,0.0,6.891666666666667,3.052777777777777,1.1833333333333333
665,2544,u51,2013-04-20,2,3,8,3,1,1,1,1,0,0,3,2,0.0,0.0,3.6982456140350877,3.4416666666666664
666,2545,u51,2013-04-21,4,6,5,8,1,1,1,1,0,0,2,0,0.0,0.0,14.933333333333334,7.944444444444444
667,2546,u51,2013-04-22,2,4,4,5,1,1,1,1,0,2,7,4,0.0,0.0,7.466666666666667,7.475490196078431
668,2547,u51,2013-04-23,3,5,5,7,1,1,1,1,0,2,4,2,0.0,3.977777777777778,9.410714285714288,12.96969696969697
669,2548,u51,2013-04-24,1,9,7,7,1,1,1,1,1,3,6,3,0.0,2.683333333333333,5.145454545454546,3.9916666666666667
670,2549,u51,2013-04-25,3,5,3,5,1,1,1,1,0,3,4,3,0.0,12.641666666666667,5.236111111111112,7.844444444444444
671,2550,u51,2013-04-26,1,5,3,5,1,1,1,1,0,6,4,2,0.0,5.959523809523809,7.604629629629629,3.3933333333333335
672,2551,u51,2013-04-27,2,4,3,4,1,1,1,1,0,1,1,1,0.0,3.695833333333333,5.026388888888889,2.0166666666666666
673,2552,u51,2013-04-28,3,6,3,3,1,1,1,1,0,1,5,1,0.0,3.1083333333333334,1.3066666666666666,3.195833333333333
674,2553,u51,2013-04-29,3,4,4,7,1,1,1,1,0,0,2,3,0.0,0.0,6.470370370370371,1.4291666666666667
675,2554,u51,2013-04-30,4,6,6,5,1,1,1,1,0,0,4,1,0.0,0.0,9.327083333333333,4.668840579710146
676,2555,u51,2013-05-01,4,5,5,6,1,1,1,1,0,0,0,1,0.0,0.0,0.0,2.433333333333333
677,2556,u51,2013-05-02,5,5,5,6,1,1,1,1,0,1,2,0,0.0,7.394444444444445,6.502777777777777,0.0
678,2557,u51,2013-05-03,4,6,5,7,1,1,1,1,0,5,3,2,0.0,16.119999999999997,5.48888888888889,2.547222222222222
679,2558,u51,2013-05-04,4,6,4,6,1,1,1,1,0,6,8,1,0.0,20.157777777777774,138.925,3.710256410256411
680,2559,u51,2013-05-05,1,3,6,4,1,1,1,1,0,4,6,2,0.0,2.5,3.673809523809524,9.912500000000001
681,2560,u51,2013-05-06,14,5,5,4,1,1,1,1,0,4,6,4,0.0,2.4333333333333336,3.493333333333333,6.562037037037037
682,2561,u51,2013-05-07,5,5,6,5,1,1,1,1,3,3,3,4,0.0,0.85,2.2041666666666666,1.6749999999999998
683,2562,u51,2013-05-08,2,4,4,3,1,1,1,1,0,7,1,4,0.0,8.195238095238095,0.0,5.479166666666667
684,2563,u51,2013-05-09,3,5,4,3,1,1,1,1,0,4,6,0,0.0,4.7125,8.268888888888888,0.0
685,2564,u51,2013-05-10,2,7,4,3,1,1,1,1,0,4,7,4,0.0,7.638888888888889,7.846428571428571,6.248484848484849
686,2565,u51,2013-05-11,5,7,7,7,1,1,1,1,0,2,7,3,0.0,8.508333333333333,4.359722222222222,13.304761904761905
687,2566,u51,2013-05-12,3,7,6,6,1,1,1,1,2,3,5,3,3.4416666666666664,2.5655555555555556,2.901666666666667,3.5469135802469136
688,2567,u51,2013-05-13,3,21,12,3,1,1,1,1,0,11,2,3,0.0,8.000980392156862,3.9833333333333334,4.0875
689,2568,u51,2013-05-14,6,11,12,10,1,1,1,1,0,6,5,4,0.0,4.053703703703704,4.736363636363637,2.6500000000000004
690,2569,u51,2013-05-15,3,12,10,8,1,1,1,1,1,36,13,12,0.0,8.978333333333335,6.253571428571429,4.548958333333333
691,2570,u51,2013-05-16,9,12,10,11,1,1,1,1,0,11,5,12,0.0,2.6888888888888887,30.170833333333334,1.3874999999999997
692,2571,u51,2013-05-17,2,4,4,13,1,1,1,1,0,8,4,3,0.0,34.77380952380953,12.888461538461534,6.959999999999999
693,2572,u51,2013-05-18,3,3,8,3,1,1,1,1,0,0,4,0,0.0,0.0,10.113888888888889,0.0
694,2573,u51,2013-05-19,2,4,3,4,1,1,1,1,0,2,0,0,0.0,3.4416666666666664,0.0,0.0
695,2574,u51,2013-05-20,2,4,8,3,1,1,1,1,0,3,3,0,0.0,2.725,5.640350877192983,0.0
696,2575,u51,2013-05-21,4,7,7,7,1,1,1,1,0,4,5,2,0.0,49.31111111111111,8.450000000000001,3.125
697,2576,u51,2013-05-22,3,5,6,4,1,1,1,1,0,6,5,3,0.0,1.9638888888888888,15.881111111111112,3.1771929824561402
698,2577,u51,2013-05-23,2,3,3,4,1,1,1,1,0,3,4,3,0.0,30.80833333333333,4.937500000000001,20.766666666666666
699,2578,u51,2013-05-24,2,3,4,4,1,1,1,1,0,6,7,4,0.0,8.625,6.237254901960784,4.35595238095238
700,2579,u51,2013-05-25,1,2,4,3,1,1,1,1,0,1,1,2,0.0,5.814583333333333,8.837820512820514,2.35
701,2580,u51,2013-05-26,4,8,4,4,1,1,1,1,0,1,3,0,0.0,12.348888888888888,4.670833333333333,23.63888888888889
702,2581,u51,2013-05-27,3,5,6,4,1,1,1,1,0,4,6,2,0.0,51.43333333333334,2.7818181818181817,1.4000000000000001
703,2582,u51,2013-05-28,2,4,2,4,1,1,1,1,3,4,7,7,2.1833333333333336,4.945238095238095,9.38125,3.901587301587302
704,2583,u51,2013-05-29,1,24,5,2,1,1,1,1,1,12,2,4,9.908333333333333,13.495833333333335,5.136666666666666,3.2729166666666663
705,2584,u51,2013-05-30,5,8,8,6,1,1,1,1,0,5,0,2,0.0,4.084999999999999,7.896825396825397,20.32777777777778
706,2613,u52,2013-03-27,0,0,4,0,0,0,1,1,0,0,5,0,0.0,0.0,13.869444444444445,0.0
707,2614,u52,2013-03-28,3,5,5,4,1,1,1,1,2,9,3,5,0.0,9.083333333333332,8.524166666666668,29.575000000000003
708,2615,u52,2013-03-29,1,4,3,3,1,1,1,1,1,7,4,4,0.0,3.8452380952380953,8.68125,11.16904761904762
709,2616,u52,2013-03-30,2,4,4,2,1,1,1,1,3,4,3,4,7.158333333333333,3.3666666666666667,10.031666666666666,11.065555555555555
710,2617,u52,2013-03-31,0,2,9,4,0,1,3,1,0,4,3,2,0.0,0.0,13.05,5.966666666666667
711,2618,u52,2013-04-01,4,5,6,5,1,1,2,1,3,10,4,5,0.0,2.461111111111111,15.107407407407404,23.720833333333335
712,2619,u52,2013-04-02,4,4,8,3,1,1,1,1,3,7,2,3,0.0,3.7347222222222225,7.949999999999998,0.0
713,2620,u52,2013-04-03,4,5,8,6,1,1,3,1,1,8,8,6,0.0,0.0,7.49090909090909,4.418518518518519
714,2621,u52,2013-04-04,4,5,7,8,1,1,2,1,2,6,2,5,0.0,7.11875,5.105555555555555,17.330555555555556
715,2622,u52,2013-04-05,1,2,4,2,1,1,1,1,2,9,3,3,0.0,5.9,4.045833333333333,50.56111111111111
716,2623,u52,2013-04-06,0,3,5,2,0,1,1,1,0,1,3,1,0.0,0.0,3.847222222222222,2.0166666666666666
717,2624,u52,2013-04-07,2,3,7,3,1,1,2,1,1,5,3,2,0.0,12.975,7.022222222222223,7.604166666666666
718,2625,u52,2013-04-08,3,5,3,5,1,1,1,1,1,5,6,0,0.0,2.638888888888889,14.607407407407408,0.0
719,2626,u52,2013-04-09,2,3,3,6,1,1,1,1,2,6,4,4,0.0,2.4518518518518517,23.811111111111114,0.0
720,2627,u52,2013-04-10,3,5,7,3,1,1,2,1,1,6,4,3,0.0,0.0,6.379166666666666,9.127777777777778
721,2628,u52,2013-04-11,5,7,4,6,1,1,2,1,1,8,3,3,1.4666666666666666,3.566666666666667,8.233333333333334,15.108333333333334
722,2629,u52,2013-04-12,1,4,4,1,1,1,1,1,2,7,4,2,4.023809523809524,0.0,3.1444444444444444,31.429166666666667
723,2630,u52,2013-04-13,3,6,5,4,1,1,1,1,3,5,3,6,0.0,1.7625,7.947222222222222,12.501666666666669
724,2631,u52,2013-04-14,2,2,3,3,1,1,1,1,1,1,3,5,1.0166666666666666,2.31875,4.823333333333333,12.727272727272727
725,2632,u52,2013-04-15,2,7,5,3,1,1,1,1,2,5,6,4,0.0,0.0,13.594444444444443,4.033333333333333
726,2633,u52,2013-04-16,5,9,6,4,1,1,1,1,2,8,5,4,0.0,0.0,7.716666666666667,0.0
727,2634,u52,2013-04-17,2,4,4,6,1,1,1,1,2,3,2,2,0.0,0.6833333333333333,1.0,4.605555555555555
728,2635,u52,2013-04-18,2,6,4,4,1,1,1,1,3,6,4,6,0.0,2.4444444444444446,1.5166666666666666,17.29047619047619
729,2636,u52,2013-04-19,1,5,3,2,1,1,1,1,2,5,6,1,0.0,6.175,28.005555555555556,0.0
730,2637,u52,2013-04-20,3,5,3,3,1,1,1,1,3,3,4,4,0.0,0.0,17.866666666666667,0.0
731,2638,u52,2013-04-21,3,3,6,4,1,1,2,1,3,3,6,2,0.0,0.0,3.745833333333333,0.85
732,2639,u52,2013-04-22,5,6,4,5,1,2,1,1,0,6,8,7,0.0,0.0,12.875,1.8537037037037036
733,2640,u52,2013-04-23,4,8,7,5,1,1,1,1,4,8,5,4,0.0,2.5166666666666666,15.006666666666666,6.502380952380952
734,2641,u52,2013-04-24,0,0,4,6,0,0,1,1,0,0,4,3,0.0,0.0,13.527777777777779,0.0
735,2642,u52,2013-04-25,2,1,3,5,1,1,1,1,0,1,8,8,0.0,0.0,5.65,37.325
736,2643,u52,2013-04-26,4,3,6,5,1,1,1,1,3,5,6,7,0.0,1.4666666666666668,5.202083333333333,7.4833333333333325
737,2644,u52,2013-04-27,3,4,6,4,1,1,1,1,1,1,5,5,1.9333333333333333,2.35,2.9283333333333332,9.016666666666667
738,2645,u52,2013-04-28,3,5,6,5,1,1,1,1,2,4,5,4,0.0,2.8666666666666667,3.9599999999999995,5.417857142857143
739,2646,u52,2013-04-29,3,5,6,4,1,1,1,1,2,6,3,2,0.0,3.283333333333333,12.633333333333333,2.1666666666666665
740,2647,u52,2013-04-30,5,7,7,6,1,1,1,2,3,9,4,3,0.0,0.0,9.838888888888889,4.094444444444444
741,2648,u52,2013-05-01,4,5,8,5,1,1,1,1,2,8,4,4,0.0,2.411111111111111,8.686666666666666,2.1533333333333333
742,2649,u52,2013-05-02,4,6,6,5,1,2,1,1,2,7,3,3,0.0,5.197619047619048,9.549999999999999,1.5916666666666668
743,2650,u52,2013-05-03,5,6,5,6,1,1,1,1,0,6,2,2,0.0,0.0,4.941666666666666,2.1916666666666664
744,2651,u52,2013-05-04,1,5,6,2,1,2,1,1,1,2,5,4,0.0,0.0,12.70952380952381,8.336111111111112
745,2652,u52,2013-05-05,4,6,6,5,1,1,1,1,2,6,8,2,0.0,0.0,4.975925925925925,0.0
746,2653,u52,2013-05-06,5,8,3,5,1,1,1,1,1,8,1,4,0.0,4.366666666666666,0.6833333333333333,2.8
747,2654,u52,2013-05-07,2,3,3,4,1,1,2,1,1,3,4,5,0.0,2.354166666666667,1.1833333333333333,3.3666666666666667
748,2655,u52,2013-05-08,1,7,6,1,1,1,2,1,4,8,6,4,0.0,0.0,2.8642857142857143,0.0
749,2656,u52,2013-05-09,3,4,4,4,1,1,1,1,0,3,5,3,0.0,6.116666666666667,0.0,3.3166666666666664
750,2657,u52,2013-05-10,2,5,4,4,1,1,1,1,0,4,2,5,0.0,2.183333333333333,1.4000000000000001,0.0
751,2658,u52,2013-05-11,2,5,4,5,1,1,1,1,3,5,6,7,0.0,0.0,3.033333333333333,10.786666666666667
752,2659,u52,2013-05-12,0,0,0,3,0,0,0,1,0,0,0,7,0.0,0.0,0.0,9.933333333333334
753,2660,u52,2013-05-13,4,6,8,5,1,1,1,2,1,6,5,3,0.0,0.0,3.088888888888889,0.0
754,2661,u52,2013-05-14,5,7,7,6,1,1,1,1,0,5,4,1,0.0,3.3416666666666663,4.992424242424242,1.5166666666666666
755,2662,u52,2013-05-15,1,2,7,6,1,1,2,1,1,4,6,3,0.0,9.266666666666666,1.35,11.52
756,2663,u52,2013-05-16,4,6,6,6,1,2,3,1,3,8,5,4,1.8666666666666667,4.045833333333333,1.8666666666666667,6.916666666666667
757,2664,u52,2013-05-17,4,7,8,5,1,1,1,1,1,2,8,5,0.0,1.5958333333333334,17.67666666666667,10.833333333333334
758,2665,u52,2013-05-18,1,2,2,11,1,1,1,3,3,8,3,4,1.1833333333333333,0.0,0.0,2.0200000000000005
759,2666,u52,2013-05-19,2,4,4,2,1,1,1,1,3,6,5,4,0.0,0.0,0.0,14.596666666666668
760,2667,u52,2013-05-20,4,6,8,4,1,1,2,1,3,37,34,4,0.0,2.9916666666666667,9.066666666666666,2.783333333333333
761,2668,u52,2013-05-21,4,9,10,5,1,1,1,1,0,14,31,7,0.0,1.6277777777777775,0.8333333333333334,3.3166666666666664
762,2669,u52,2013-05-22,4,6,7,4,2,1,1,1,2,15,24,36,0.0,1.5166666666666666,5.05,5.726190476190475
763,2670,u52,2013-05-23,4,6,7,6,1,1,3,1,2,22,7,33,0.0,4.6516666666666655,5.39375,16.073333333333334
764,2671,u52,2013-05-24,6,6,7,7,1,1,1,1,1,11,49,17,0.0,1.0,11.826666666666664,12.297916666666667
765,2672,u52,2013-05-25,7,7,8,8,1,1,1,1,1,2,14,15,0.0,0.0,1.1833333333333333,0.8333333333333334
766,2673,u52,2013-05-26,8,7,7,9,1,2,1,1,5,6,20,22,3.033333333333333,0.0,0.0,4.6000000000000005
767,2674,u52,2013-05-27,0,0,2,0,0,0,1,0,0,0,15,0,0.0,0.0,2.4333333333333336,0.0
768,2675,u52,2013-05-28,4,3,3,5,1,1,1,1,1,2,44,15,1.35,0.0,1.95,1.7708333333333335
769,2676,u52,2013-05-29,8,5,1,5,1,1,1,1,5,23,8,15,2.825,1.5722222222222222,0.0,3.5375
770,2677,u52,2013-05-30,2,3,4,3,1,1,1,1,1,2,26,7,0.0,0.0,2.9458333333333333,0.0
771,2678,u52,2013-05-31,4,4,5,4,1,1,1,1,1,2,25,16,3.033333333333333,0.0,1.1833333333333333,1.6833333333333333
772,2679,u52,2013-06-01,4,4,6,5,1,1,1,1,0,0,0,27,0.0,0.0,0.0,3.2
773,2687,u53,2013-03-27,10,10,20,10,1,1,1,1,4,5,4,1,0.0,8.13,12.389285714285714,0.0
774,2688,u53,2013-03-28,15,17,17,15,1,1,1,1,0,5,2,3,0.0,16.756666666666668,3.622222222222223,42.10333333333334
775,2689,u53,2013-03-29,18,20,21,18,1,1,1,1,0,5,6,2,1.5,67.75833333333333,21.963888888888885,24.595000000000006
776,2690,u53,2013-03-30,20,20,23,20,1,1,1,1,1,2,4,4,0.0,4.916666666666666,15.753571428571432,14.943333333333333
777,2691,u53,2013-03-31,22,23,22,22,1,1,1,1,1,1,2,2,0.0,24.508333333333336,59.13666666666667,40.93333333333333
778,2692,u53,2013-04-01,23,24,23,22,1,1,1,1,0,7,2,0,0.0,33.87083333333333,7.435,4.715686274509804
779,2693,u53,2013-04-02,26,4,15,26,1,1,1,1,1,1,1,3,1.1666666666666667,0.0,8.34,12.097916666666666
780,2694,u53,2013-04-03,17,21,19,18,1,1,1,1,0,11,6,1,2.8583333333333334,35.809999999999995,16.809803921568626,4.226515151515151
781,2695,u53,2013-04-04,16,15,18,18,1,1,1,1,0,1,2,1,3.3666666666666667,21.34166666666667,15.324242424242426,40.775
782,2696,u53,2013-04-05,19,20,21,18,1,1,1,1,0,7,5,0,2.02,28.6875,36.114285714285714,7.7107843137254894
783,2697,u53,2013-04-06,20,20,26,20,1,1,1,1,0,2,2,0,2.05,3.375,6.436666666666666,7.177777777777777
784,2698,u53,2013-04-07,11,11,11,7,1,1,1,1,0,1,3,2,0.0,7.295,13.071666666666669,11.609375000000004
785,2699,u53,2013-04-08,11,11,13,11,1,1,1,1,1,8,6,2,5.970833333333333,29.959523809523805,12.956410256410258,10.707291666666666
786,2700,u53,2013-04-09,12,12,12,12,1,1,1,1,0,4,5,1,0.0,7.516666666666667,6.886666666666668,18.850000000000005
787,2701,u53,2013-04-10,12,14,14,12,1,1,1,1,1,6,7,1,0.0,28.583333333333336,18.461111111111112,4.32156862745098
788,2702,u53,2013-04-11,3,8,7,14,1,1,1,0,0,6,5,0,0.0,15.220833333333335,5.972727272727273,0.0
789,2703,u53,2013-04-12,2,3,3,8,1,1,1,1,1,7,2,1,0.0,24.036111111111115,2.577777777777778,7.063333333333333
790,2704,u53,2013-04-13,5,7,7,5,1,1,1,1,3,4,2,4,0.0,12.397916666666667,2.497619047619047,6.744696969696968
791,2705,u53,2013-04-14,5,5,8,5,1,1,1,1,3,4,3,3,2.8916666666666666,5.3,4.497777777777778,6.61875
792,2706,u53,2013-04-15,11,8,9,9,1,1,1,1,4,4,4,3,0.8333333333333334,22.516666666666666,14.008333333333333,4.720833333333332
793,2707,u53,2013-04-16,12,12,0,13,1,1,0,1,2,5,0,3,2.577777777777778,2.35,0.0,4.003030303030303
794,2708,u53,2013-04-17,0,3,8,0,0,1,1,0,0,2,4,0,0.0,0.0,13.847916666666665,0.0
795,2709,u53,2013-04-18,7,7,7,7,1,1,1,1,2,7,5,3,1.3333333333333333,13.104166666666666,6.387499999999999,3.4166666666666665
796,2710,u53,2013-04-19,9,9,10,8,1,1,1,1,2,7,8,4,1.4333333333333333,72.8,14.294871794871796,5.04
797,2711,u53,2013-04-20,11,11,13,12,1,1,1,1,0,0,0,1,9.908333333333333,0.0,9.22843137254902,5.425862068965518
798,2712,u53,2013-04-21,14,15,12,13,1,1,1,1,0,1,5,1,7.313888888888887,4.2303030303030305,5.2,19.442857142857143
799,2713,u53,2013-04-22,12,12,20,11,1,1,1,1,3,5,5,4,0.0,5.658333333333334,8.403703703703705,7.1875
800,2714,u53,2013-04-23,16,15,15,16,1,1,1,1,1,2,7,4,3.9277777777777776,1.1666666666666667,6.514583333333333,5.247619047619048
801,2715,u53,2013-04-24,21,8,10,15,1,1,1,1,4,4,4,4,7.696666666666665,4.5375000000000005,16.49871794871795,3.55
802,2716,u53,2013-04-25,11,12,14,11,1,1,1,1,1,9,7,3,4.833333333333334,16.683333333333334,9.032407407407408,11.277777777777779
803,2717,u53,2013-04-26,13,14,14,13,1,1,1,1,3,10,5,4,2.683333333333333,30.12222222222222,6.290151515151516,5.95
804,2718,u53,2013-04-27,16,14,14,14,1,1,1,1,2,3,3,4,2.0166666666666666,12.59,12.227272727272727,4.391666666666667
805,2719,u53,2013-04-28,13,12,13,15,1,1,1,1,2,4,3,3,6.4833333333333325,1.0611111111111111,9.134523809523808,7.7738095238095255
806,2720,u53,2013-04-29,13,13,18,13,1,1,1,1,2,4,4,4,0.0,72.63333333333334,3.4645833333333336,8.158333333333333
807,2721,u53,2013-04-30,18,15,17,36,1,1,1,1,3,3,5,3,0.0,0.0,11.734848484848486,3.3166666666666664
808,2722,u53,2013-05-01,19,18,19,16,1,1,1,1,4,8,7,4,23.183333333333334,14.585416666666667,14.365151515151517,14.386666666666667
809,2723,u53,2013-05-02,19,0,10,20,1,0,1,1,1,0,5,2,0.0,0.0,12.753703703703705,11.383333333333333
810,2724,u53,2013-05-03,14,18,18,9,1,1,1,1,2,6,8,4,4.679885057471265,8.10138888888889,6.877083333333333,6.387037037037037
811,2725,u53,2013-05-04,9,4,18,24,1,1,1,1,2,1,3,3,0.0,22.666666666666668,6.984375,1.3416666666666668
812,2726,u53,2013-05-05,8,8,8,8,1,1,1,1,2,3,8,3,1.1666666666666667,1.1666666666666667,8.116666666666667,8.102380952380953
813,2727,u53,2013-05-06,1,11,13,8,1,1,1,1,2,8,6,2,0.0,18.760416666666668,3.4283333333333332,0.0
814,2728,u53,2013-05-07,11,14,14,10,1,1,1,1,3,5,6,3,1.6,5.025,6.1499999999999995,4.179166666666667
815,2729,u53,2013-05-08,2,7,8,0,1,1,1,0,1,9,7,0,0.0,11.689583333333331,18.946969696969692,0.0
816,2730,u53,2013-05-09,10,11,12,10,1,1,1,1,1,3,5,3,0.0,1.8416666666666666,8.077777777777778,4.799166666666666
817,2731,u53,2013-05-10,12,12,12,13,1,1,1,1,2,3,4,5,0.85,3.8666666666666667,4.97051282051282,20.826190476190476
818,2732,u53,2013-05-11,13,13,13,13,1,1,1,1,1,3,4,5,3.9166666666666665,3.9712121212121207,8.067460317460318,12.630208333333332
819,2733,u53,2013-05-12,16,15,15,16,1,1,1,1,2,2,2,4,5.078205128205128,3.027777777777778,2.8401960784313722,16.125000000000004
820,2734,u53,2013-05-13,14,15,16,17,1,1,1,1,2,4,3,3,0.0,4.503333333333335,6.87,9.18125
821,2735,u53,2013-05-14,16,16,16,16,1,1,1,1,2,4,1,3,0.0,1.0166666666666666,7.458333333333333,4.078571428571428
822,2736,u53,2013-05-15,19,21,31,19,1,1,1,1,2,8,3,3,30.416666666666668,14.472222222222223,15.65,6.383333333333333
823,2737,u53,2013-05-16,21,21,20,27,1,1,1,1,2,3,4,4,7.011904761904761,1.0,2.219047619047619,10.907407407407408
824,2738,u53,2013-05-17,21,21,20,21,1,1,1,1,3,4,4,2,3.5220588235294117,2.237962962962963,2.6944444444444446,7.022222222222222
825,2739,u53,2013-05-18,0,0,0,20,0,0,0,1,0,0,0,2,0.0,0.0,0.0,13.154166666666669
826,2740,u53,2013-05-19,3,4,2,1,1,1,1,1,2,2,1,0,0.0,0.0,2.8555555555555556,0.0
827,2741,u53,2013-05-20,8,10,11,4,1,1,1,1,3,10,9,5,7.923809523809524,12.466666666666667,11.407142857142858,7.45
828,2742,u53,2013-05-21,0,0,0,10,0,0,0,1,0,0,0,3,0.0,0.0,0.0,14.523333333333332
829,2743,u53,2013-05-22,2,7,7,0,1,1,1,0,2,6,9,0,4.09375,12.923809523809519,10.979629629629628,0.0
830,2744,u53,2013-05-23,0,0,0,7,0,0,0,1,0,0,0,3,0.0,0.0,0.0,8.552222222222222
831,2745,u53,2013-05-25,5,6,7,0,1,1,1,0,3,2,4,0,2.683333333333333,0.0,8.704999999999998,0.0
832,2746,u53,2013-05-26,7,7,7,7,1,1,1,1,2,3,2,3,12.760416666666668,19.67,21.18333333333333,3.21078431372549
