,uid,date,app usage in morning,app usage in afternoon,app usage in evening,app usage in night
2040,u41,2013-05-13,7,12,20,8
2041,u41,2013-05-14,5,5,8,7
2042,u41,2013-05-15,4,4,4,4
2043,u41,2013-05-16,4,4,4,4
2044,u41,2013-05-20,0,0,2,0
2045,u41,2013-05-21,4,12,15,5
2046,u41,2013-05-22,7,9,7,15
2047,u41,2013-05-24,0,0,8,0
2048,u41,2013-05-25,0,0,0,5
2049,u41,2013-05-26,4,5,0,6
2050,u41,2013-05-27,1,8,12,0
2051,u41,2013-05-28,10,10,19,11
2052,u41,2013-05-29,16,10,11,8
2053,u41,2013-05-30,3,4,0,4
2054,u42,2013-03-24,0,0,11,0
2055,u42,2013-03-25,10,10,10,10
2056,u42,2013-03-26,10,10,0,10
2057,u42,2013-03-27,0,0,1,0
2058,u42,2013-03-31,0,0,3,0
2059,u42,2013-04-01,3,3,4,3
2060,u42,2013-04-02,3,4,7,4
2061,u42,2013-04-03,1,2,4,3
2062,u42,2013-04-04,2,5,7,3
2063,u42,2013-04-05,1,2,9,2
2064,u42,2013-04-06,7,7,7,9
2065,u42,2013-04-07,1,2,7,2
2066,u42,2013-04-08,2,5,7,4
2067,u42,2013-04-09,3,3,4,4
2068,u42,2013-04-10,3,4,3,3
2069,u42,2013-04-11,3,3,3,4
2070,u42,2013-04-12,3,3,3,3
2071,u42,2013-04-13,3,3,7,3
2072,u42,2013-04-14,6,6,12,6
2073,u42,2013-04-15,5,6,7,11
2074,u42,2013-04-16,5,5,5,5
2075,u42,2013-04-17,5,6,5,5
2076,u42,2013-04-18,3,5,8,0
2077,u42,2013-04-19,6,7,3,6
2078,u42,2013-04-20,0,0,0,3
2079,u42,2013-04-21,2,3,4,2
2080,u42,2013-04-22,8,4,10,14
2081,u42,2013-04-23,3,4,4,7
2082,u42,2013-04-24,4,4,4,4
2083,u42,2013-04-25,1,0,0,4
2084,u42,2013-04-26,1,4,2,0
2085,u42,2013-04-27,1,1,8,3
2086,u42,2013-04-28,3,6,8,3
2087,u42,2013-04-29,1,2,6,7
2088,u42,2013-04-30,2,2,4,2
2089,u42,2013-05-01,3,3,5,3
2090,u42,2013-05-02,3,3,6,3
2091,u42,2013-05-03,4,4,1,4
2092,u42,2013-05-04,0,0,2,0
2093,u42,2013-05-05,1,2,2,2
2094,u42,2013-05-06,1,2,6,2
2095,u42,2013-05-07,3,3,3,3
2096,u42,2013-05-08,2,6,5,5
2097,u42,2013-05-09,2,3,4,3
2098,u42,2013-05-10,3,3,3,3
2099,u42,2013-05-11,0,0,6,0
2100,u42,2013-05-12,3,3,4,3
2101,u42,2013-05-13,3,4,4,3
2102,u42,2013-05-14,4,4,5,9
2103,u42,2013-05-15,3,12,10,3
2104,u42,2013-05-18,1,2,3,0
2105,u42,2013-05-19,2,5,5,2
2106,u42,2013-05-20,3,3,5,3
2107,u42,2013-05-21,2,3,3,4
2108,u42,2013-05-22,3,0,0,3
2109,u43,2013-03-24,6,7,6,6
2110,u43,2013-03-25,6,6,6,6
2111,u43,2013-03-26,6,6,0,6
2112,u43,2013-03-27,0,0,1,0
2113,u43,2013-04-01,0,2,28,0
2114,u43,2013-04-02,7,8,9,12
2115,u43,2013-04-03,11,17,24,12
2116,u43,2013-04-04,12,14,27,17
2117,u43,2013-04-05,16,16,17,16
2118,u43,2013-04-06,17,17,20,17
2119,u43,2013-04-07,17,17,17,17
2120,u43,2013-04-08,19,19,19,20
2121,u43,2013-04-09,17,18,18,17
2122,u43,2013-04-10,18,20,21,18
2123,u43,2013-04-11,13,13,13,13
2124,u43,2013-04-12,18,23,24,19
2125,u43,2013-04-13,25,25,25,0
2126,u43,2013-04-14,25,30,26,25
2127,u43,2013-04-15,25,31,10,32
2128,u43,2013-04-16,7,7,8,14
2129,u43,2013-04-17,9,15,21,10
2130,u43,2013-04-18,15,18,20,15
2131,u43,2013-04-19,19,22,11,20
2132,u43,2013-04-20,0,12,10,12
2133,u43,2013-04-21,15,15,17,15
2134,u43,2013-04-22,18,7,11,20
2135,u43,2013-04-23,10,15,8,20
2136,u43,2013-04-24,9,11,9,9
2137,u43,2013-04-25,8,11,8,11
2138,u43,2013-04-26,9,16,12,9
2139,u43,2013-04-27,12,12,14,18
2140,u43,2013-04-28,14,4,10,14
2141,u43,2013-04-29,11,15,20,11
2142,u43,2013-04-30,12,13,23,18
2143,u43,2013-05-01,10,10,10,19
2144,u43,2013-05-02,2,4,4,14
2145,u43,2013-05-03,7,8,8,7
2146,u43,2013-05-04,6,8,7,7
2147,u43,2013-05-05,7,7,5,7
2148,u43,2013-05-06,9,0,6,10
2149,u43,2013-05-07,7,7,10,7
2150,u43,2013-05-08,11,11,11,11
2151,u43,2013-05-09,11,0,0,14
2152,u43,2013-05-10,6,7,8,6
2153,u43,2013-05-11,8,8,8,8
2154,u43,2013-05-12,8,0,3,8
2155,u43,2013-05-13,7,8,7,12
2156,u43,2013-05-14,9,9,9,10
2157,u43,2013-05-15,0,4,4,9
2158,u43,2013-05-16,5,5,5,6
2159,u43,2013-05-18,0,1,4,0
2160,u43,2013-05-19,0,5,9,4
2161,u43,2013-05-20,11,11,11,15
2162,u43,2013-05-21,11,12,11,15
2163,u43,2013-05-23,0,0,5,5
2164,u43,2013-05-24,7,7,17,9
2165,u43,2013-05-25,6,17,8,13
2166,u43,2013-05-26,8,12,12,8
2167,u43,2013-05-27,8,13,11,17
2168,u43,2013-05-28,9,9,16,11
2169,u43,2013-05-29,20,21,12,18
2170,u44,2013-03-24,7,7,7,7
2171,u44,2013-03-25,7,7,7,7
2172,u44,2013-03-26,7,7,0,7
2173,u44,2013-03-27,0,0,1,0
2174,u44,2013-04-01,0,0,3,0
2175,u44,2013-04-02,3,3,15,3
2176,u44,2013-04-03,7,11,9,7
2177,u44,2013-04-04,9,10,10,10
2178,u44,2013-04-05,11,15,11,12
2179,u44,2013-04-06,10,11,13,11
2180,u44,2013-04-07,12,12,12,24
2181,u44,2013-04-08,12,16,16,12
2182,u44,2013-04-09,13,13,15,13
2183,u44,2013-04-10,11,13,11,13
2184,u44,2013-04-11,12,12,12,12
2185,u44,2013-04-12,12,13,12,12
2186,u44,2013-04-13,12,12,12,12
2187,u44,2013-04-14,12,12,12,12
2188,u44,2013-04-15,12,17,31,12
2189,u44,2013-04-16,18,19,19,19
2190,u44,2013-04-17,18,22,22,18
2191,u44,2013-04-18,22,22,22,22
2192,u44,2013-04-19,22,22,21,22
2193,u44,2013-04-20,21,22,21,21
2194,u44,2013-04-21,21,22,22,21
2195,u44,2013-04-22,12,16,24,26
2196,u44,2013-04-23,15,15,15,21
2197,u44,2013-04-24,15,15,15,15
2198,u44,2013-04-25,15,16,17,15
2199,u44,2013-04-26,17,17,17,17
2200,u44,2013-04-27,17,20,3,17
2201,u44,2013-04-28,3,3,3,3
2202,u44,2013-04-29,3,9,6,3
2203,u44,2013-04-30,7,6,6,12
2204,u44,2013-05-01,7,6,6,6
2205,u44,2013-05-02,7,7,7,7
2206,u44,2013-05-03,7,8,8,7
2207,u44,2013-05-04,8,8,8,8
2208,u44,2013-05-05,8,8,9,8
2209,u44,2013-05-06,7,11,6,7
2210,u44,2013-05-07,6,9,8,6
2211,u44,2013-05-08,8,8,8,8
2212,u44,2013-05-09,9,9,9,9
2213,u44,2013-05-10,9,9,9,9
2214,u44,2013-05-11,9,9,0,9
2215,u44,2013-05-12,3,3,3,3
2216,u44,2013-05-13,3,3,3,3
2217,u44,2013-05-14,3,3,5,3
2218,u44,2013-05-15,4,13,10,9
2219,u44,2013-05-16,10,11,11,11
2220,u44,2013-05-17,11,11,11,12
2221,u44,2013-05-18,11,11,11,11
2222,u44,2013-05-19,11,11,11,11
2223,u44,2013-05-20,11,11,11,11
2224,u44,2013-05-21,12,12,12,12
2225,u44,2013-05-22,12,12,12,12
2226,u44,2013-05-23,12,12,13,12
2227,u44,2013-05-24,13,13,13,13
2228,u44,2013-05-25,13,13,17,13
2229,u44,2013-05-26,13,13,13,13
2230,u44,2013-05-27,13,13,16,14
2231,u44,2013-05-28,13,13,13,13
2232,u44,2013-05-30,1,3,3,1
2233,u44,2013-05-31,4,4,4,4
2234,u45,2013-03-24,6,6,6,6
2235,u45,2013-03-25,6,6,6,6
2236,u45,2013-03-26,6,6,0,6
2237,u45,2013-03-27,0,0,1,0
2238,u45,2013-04-01,0,0,4,0
2239,u45,2013-04-02,5,5,8,4
2240,u45,2013-04-03,6,7,17,8
2241,u45,2013-04-04,8,13,7,14
2242,u45,2013-04-05,4,6,21,4
2243,u45,2013-04-06,7,7,7,7
2244,u45,2013-04-08,2,4,4,4
2245,u45,2013-04-09,4,4,4,7
2246,u45,2013-04-10,0,3,8,0
2247,u45,2013-04-11,7,7,12,7
2248,u45,2013-04-12,8,9,7,9
2249,u45,2013-04-13,7,7,9,7
2250,u45,2013-04-14,7,6,10,17
2251,u45,2013-04-15,8,8,5,14
2252,u45,2013-04-16,2,0,0,5
2253,u45,2013-04-17,0,0,2,0
2254,u45,2013-04-18,6,6,6,6
2255,u45,2013-04-19,0,3,1,0
2256,u45,2013-04-21,2,4,6,2
2257,u45,2013-04-22,14,13,15,14
2258,u45,2013-04-23,13,13,13,19
2259,u45,2013-04-24,0,0,0,13
2260,u45,2013-04-27,0,0,8,0
2261,u45,2013-04-28,8,10,9,10
2262,u45,2013-04-29,19,7,14,12
2263,u45,2013-04-30,6,6,6,8
2264,u45,2013-05-01,6,6,0,6
2265,u45,2013-05-04,0,0,2,0
2266,u45,2013-05-05,1,2,2,2
2267,u45,2013-05-06,2,6,10,4
2268,u45,2013-05-07,4,6,8,4
2269,u45,2013-05-08,7,11,9,10
2270,u45,2013-05-09,0,0,1,9
2271,u45,2013-05-10,2,0,2,2
2272,u45,2013-05-11,2,3,7,4
2273,u45,2013-05-12,5,5,5,5
2274,u45,2013-05-13,4,5,12,11
2275,u45,2013-05-14,4,7,0,4
2276,u45,2013-05-15,1,7,2,4
2277,u45,2013-05-17,0,0,7,0
2278,u45,2013-05-18,0,0,0,5
2279,u45,2013-05-19,0,0,7,0
2280,u45,2013-05-20,9,12,13,16
2281,u45,2013-05-21,4,8,5,9
2282,u45,2013-05-22,4,4,0,4
2283,u45,2013-05-24,0,0,5,0
2284,u45,2013-05-25,4,5,9,9
2285,u45,2013-05-26,5,2,4,5
2286,u45,2013-05-27,6,12,8,8
2287,u45,2013-05-28,8,11,9,11
2288,u45,2013-05-29,0,0,0,11
2289,u46,2013-03-24,8,2,2,7
2290,u46,2013-03-25,2,2,2,2
2291,u46,2013-03-26,2,2,0,2
2292,u46,2013-03-27,0,0,1,0
2293,u46,2013-03-31,0,0,25,0
2294,u46,2013-04-01,19,26,21,22
2295,u46,2013-04-02,21,24,29,19
2296,u46,2013-04-03,23,39,36,26
2297,u46,2013-04-04,35,26,25,35
2298,u46,2013-04-05,23,26,26,22
2299,u46,2013-04-06,25,25,29,26
2300,u46,2013-04-07,9,10,14,9
2301,u46,2013-04-08,8,17,18,16
2302,u46,2013-04-09,18,21,21,21
2303,u46,2013-04-10,18,19,20,18
2304,u46,2013-04-11,20,21,20,19
2305,u46,2013-04-12,19,24,27,22
2306,u46,2013-04-13,14,16,27,13
2307,u46,2013-04-14,16,21,24,20
2308,u46,2013-04-15,20,28,25,20
2309,u46,2013-04-16,23,28,28,25
2310,u46,2013-04-17,28,27,32,30
2311,u46,2013-04-18,20,27,36,34
2312,u46,2013-04-19,5,11,13,28
2313,u46,2013-04-20,11,17,20,16
2314,u46,2013-04-21,17,20,18,23
2315,u46,2013-04-22,21,27,27,21
2316,u46,2013-04-23,19,20,25,24
2317,u46,2013-04-24,14,7,13,14
2318,u46,2013-04-25,17,16,13,18
2319,u46,2013-04-26,4,25,21,16
2320,u46,2013-04-27,7,11,19,20
2321,u46,2013-04-28,2,5,14,19
2322,u46,2013-04-29,9,14,28,19
2323,u46,2013-04-30,19,6,9,19
2324,u46,2013-05-01,5,15,20,10
2325,u46,2013-05-02,3,16,23,15
2326,u46,2013-05-03,18,23,23,23
2327,u46,2013-05-04,21,22,17,23
2328,u46,2013-05-05,14,17,16,20
2329,u46,2013-05-06,16,20,20,17
2330,u46,2013-05-07,5,11,15,21
2331,u46,2013-05-08,17,20,21,15
2332,u46,2013-05-09,20,20,20,23
2333,u46,2013-05-10,24,23,28,21
2334,u46,2013-05-11,3,5,17,23
2335,u46,2013-05-12,25,25,31,26
2336,u46,2013-05-13,29,29,36,33
2337,u46,2013-05-14,33,31,35,37
2338,u46,2013-05-15,28,32,30,32
2339,u46,2013-05-16,26,31,32,29
2340,u46,2013-05-17,27,29,26,28
2341,u46,2013-05-18,29,10,19,27
2342,u46,2013-05-19,6,12,21,6
2343,u46,2013-05-20,25,28,27,28
2344,u46,2013-05-21,24,28,28,26
2345,u46,2013-05-22,10,5,11,35
2346,u46,2013-05-23,6,15,14,12
2347,u47,2013-03-24,7,7,7,7
2348,u47,2013-03-25,7,7,7,7
2349,u47,2013-03-28,0,0,5,0
2350,u47,2013-03-29,5,8,8,5
2351,u47,2013-03-30,8,8,8,8
2352,u47,2013-03-31,8,8,8,8
2353,u47,2013-04-01,8,13,12,8
2354,u47,2013-04-02,12,12,0,12
2355,u47,2013-04-03,0,0,5,0
2356,u47,2013-04-04,6,6,6,8
2357,u47,2013-04-05,5,5,5,6
2358,u47,2013-04-08,0,0,1,0
2359,u47,2013-04-11,3,3,3,3
2360,u47,2013-04-12,3,3,5,3
2361,u47,2013-04-13,10,11,17,8
2362,u47,2013-04-14,9,8,8,16
2363,u47,2013-04-15,8,9,11,8
2364,u47,2013-04-16,9,9,9,9
2365,u47,2013-04-17,2,2,2,2
2366,u47,2013-04-18,2,2,7,2
2367,u47,2013-04-19,5,5,5,5
2368,u47,2013-04-20,1,2,3,5
2369,u47,2013-04-21,3,3,4,4
2370,u47,2013-04-22,6,8,9,4
2371,u47,2013-04-23,5,5,5,5
2372,u47,2013-04-24,0,0,2,0
2373,u47,2013-04-25,0,0,0,2
2374,u47,2013-04-27,3,4,4,3
2375,u47,2013-04-28,3,3,3,6
2376,u47,2013-04-29,3,1,8,3
2377,u47,2013-04-30,3,3,3,7
2378,u47,2013-05-01,0,0,0,3
2379,u47,2013-05-02,0,0,3,0
2380,u47,2013-05-03,2,3,4,4
2381,u47,2013-05-04,0,0,0,5
2382,u47,2013-05-05,3,4,4,4
2383,u47,2013-05-06,4,0,0,4
2384,u47,2013-05-12,0,0,3,8
2385,u47,2013-05-13,0,0,0,3
2386,u47,2013-05-15,0,6,0,6
2387,u47,2013-05-17,0,0,2,0
2388,u47,2013-05-18,7,7,7,8
2389,u47,2013-05-19,7,10,10,7
2390,u47,2013-05-20,3,20,10,12
2391,u47,2013-05-21,5,10,9,12
2392,u47,2013-05-22,7,9,10,15
2393,u47,2013-05-23,6,16,13,12
2394,u47,2013-05-24,7,19,17,24
2395,u47,2013-05-25,11,10,12,18
2396,u47,2013-05-26,10,11,18,20
2397,u47,2013-05-27,10,20,13,15
2398,u47,2013-05-28,5,13,23,16
2399,u47,2013-05-29,15,17,11,23
2400,u47,2013-05-30,0,0,0,6
2401,u49,2013-03-24,9,9,2,8
2402,u49,2013-03-25,2,2,2,2
2403,u49,2013-03-26,2,2,0,2
2404,u49,2013-03-27,0,1,2,0
2405,u49,2013-03-28,0,0,29,0
2406,u49,2013-03-29,28,10,7,26
2407,u49,2013-03-30,7,6,10,8
2408,u49,2013-03-31,10,11,15,10
2409,u49,2013-04-01,20,20,25,20
2410,u49,2013-04-02,24,24,27,24
2411,u49,2013-04-03,4,7,15,5
2412,u49,2013-04-04,5,12,22,19
2413,u49,2013-04-05,8,13,17,9
2414,u49,2013-04-06,11,4,13,14
2415,u49,2013-04-07,13,13,17,13
2416,u49,2013-04-08,7,7,9,6
2417,u49,2013-04-09,12,14,19,15
2418,u49,2013-04-10,14,17,22,18
2419,u49,2013-04-11,17,21,26,18
2420,u49,2013-04-12,13,27,16,21
2421,u49,2013-04-13,14,20,27,19
2422,u49,2013-04-14,7,9,9,32
2423,u49,2013-04-15,4,8,11,16
2424,u49,2013-04-16,11,13,16,12
2425,u49,2013-04-17,4,9,11,18
2426,u49,2013-04-18,11,13,14,12
2427,u49,2013-04-19,13,8,5,13
2428,u49,2013-04-20,4,3,3,4
2429,u49,2013-04-21,11,13,22,11
2430,u49,2013-04-22,17,27,12,21
2431,u49,2013-04-23,0,9,12,15
2432,u49,2013-04-24,4,7,7,10
2433,u49,2013-04-25,9,18,19,7
2434,u49,2013-04-26,18,20,19,19
2435,u49,2013-04-27,21,0,5,21
2436,u49,2013-04-28,1,0,0,0
2437,u49,2013-04-30,0,0,0,5
2438,u49,2013-05-08,0,0,0,7
2439,u49,2013-05-11,0,8,0,0
2440,u49,2013-05-12,14,14,14,0
2441,u49,2013-05-13,18,13,15,15
2442,u49,2013-05-14,16,14,18,15
2443,u49,2013-05-15,14,16,19,15
2444,u49,2013-05-16,18,20,17,18
2445,u49,2013-05-17,25,21,21,17
2446,u49,2013-05-18,27,24,30,18
2447,u49,2013-05-19,20,29,19,22
2448,u49,2013-05-20,19,19,17,20
2449,u49,2013-05-21,18,25,23,16
2450,u49,2013-05-22,22,22,17,21
2451,u49,2013-05-23,19,19,19,23
2452,u49,2013-05-24,12,16,9,13
2453,u49,2013-05-25,13,19,17,23
2454,u49,2013-05-26,9,30,27,19
2455,u49,2013-05-27,12,33,29,15
2456,u49,2013-05-28,18,28,32,15
2457,u49,2013-05-29,37,22,31,37
2458,u49,2013-05-30,20,24,22,19
2459,u49,2013-05-31,16,19,25,33
2460,u49,2013-06-01,10,6,11,13
2461,u49,2013-06-02,6,6,14,8
2462,u49,2013-06-03,10,20,11,12
2463,u49,2013-06-04,12,4,0,11
2464,u49,2013-06-05,0,0,0,8
2465,u49,2013-06-11,0,13,16,0
2466,u49,2013-06-12,14,12,0,12
2467,u49,2013-06-16,3,8,10,0
2468,u49,2013-06-17,18,11,0,12
2469,u50,2013-03-24,8,8,8,8
2470,u50,2013-03-25,8,8,8,8
2471,u50,2013-03-28,0,8,10,0
2472,u50,2013-03-29,9,10,11,11
2473,u50,2013-03-30,10,10,2,10
2474,u50,2013-03-31,4,6,5,8
2475,u50,2013-04-01,7,8,6,5
2476,u50,2013-04-02,4,5,9,5
2477,u50,2013-04-03,5,6,6,6
2478,u50,2013-04-04,6,6,9,6
2479,u50,2013-04-05,1,2,3,8
2480,u50,2013-04-06,3,3,4,3
2481,u50,2013-04-07,5,5,6,7
2482,u50,2013-04-08,6,7,9,6
2483,u50,2013-04-09,7,7,8,8
2484,u50,2013-04-10,6,7,7,8
2485,u50,2013-04-11,6,6,7,6
2486,u50,2013-04-12,4,5,6,6
2487,u50,2013-04-13,5,6,7,5
2488,u50,2013-04-14,5,5,5,5
2489,u50,2013-04-15,6,6,8,7
2490,u50,2013-04-16,3,3,9,3
2491,u50,2013-04-17,7,8,8,8
2492,u50,2013-04-18,9,9,9,9
2493,u50,2013-04-19,9,9,9,9
2494,u50,2013-04-20,9,9,11,9
2495,u50,2013-04-21,7,7,7,7
2496,u50,2013-04-22,7,0,1,7
2497,u50,2013-04-23,3,3,6,3
2498,u50,2013-04-24,6,9,8,7
2499,u50,2013-04-25,0,0,0,7
2500,u50,2013-04-27,0,0,3,0
2501,u50,2013-04-28,2,2,2,2
2502,u50,2013-04-29,2,2,2,2
2503,u50,2013-05-09,0,0,4,0
2504,u50,2013-05-10,4,6,10,4
2505,u50,2013-05-11,9,9,10,9
2506,u50,2013-05-12,3,3,4,14
2507,u50,2013-05-13,4,10,10,5
2508,u50,2013-05-14,9,0,4,9
2509,u50,2013-05-15,1,2,2,10
2510,u50,2013-05-29,0,0,0,5
2511,u50,2013-05-30,0,2,0,0
2512,u50,2013-05-31,0,0,7,0
2513,u50,2013-06-01,2,2,0,2
2514,u50,2013-06-03,0,3,12,0
2515,u50,2013-06-04,5,7,12,10
2516,u50,2013-06-05,6,12,0,8
2517,u51,2013-03-24,8,8,8,7
2518,u51,2013-03-25,8,8,8,8
2519,u51,2013-03-26,8,8,8,8
2520,u51,2013-03-27,8,8,8,8
2521,u51,2013-03-28,5,7,6,10
2522,u51,2013-03-29,5,8,6,8
2523,u51,2013-03-30,5,6,9,8
2524,u51,2013-03-31,5,6,6,6
2525,u51,2013-04-01,5,8,9,6
2526,u51,2013-04-02,6,8,8,12
2527,u51,2013-04-03,7,8,7,9
2528,u51,2013-04-04,5,7,8,8
2529,u51,2013-04-05,2,4,7,5
2530,u51,2013-04-06,6,7,8,10
2531,u51,2013-04-07,5,7,8,9
2532,u51,2013-04-08,6,10,6,8
2533,u51,2013-04-09,4,4,5,7
2534,u51,2013-04-10,5,6,6,8
2535,u51,2013-04-11,3,5,5,8
2536,u51,2013-04-12,5,7,6,8
2537,u51,2013-04-13,4,6,10,5
2538,u51,2013-04-14,6,6,5,7
2539,u51,2013-04-15,2,3,4,2
2540,u51,2013-04-16,4,6,6,9
2541,u51,2013-04-17,3,6,6,6
2542,u51,2013-04-18,1,5,10,5
2543,u51,2013-04-19,2,3,3,6
2544,u51,2013-04-20,2,3,8,3
2545,u51,2013-04-21,4,6,5,8
2546,u51,2013-04-22,2,4,4,5
2547,u51,2013-04-23,3,5,5,7
2548,u51,2013-04-24,1,9,7,7
2549,u51,2013-04-25,3,5,3,5
2550,u51,2013-04-26,1,5,3,5
2551,u51,2013-04-27,2,4,3,4
2552,u51,2013-04-28,3,6,3,3
2553,u51,2013-04-29,3,4,4,7
2554,u51,2013-04-30,4,6,6,5
2555,u51,2013-05-01,4,5,5,6
2556,u51,2013-05-02,5,5,5,6
2557,u51,2013-05-03,4,6,5,7
2558,u51,2013-05-04,4,6,4,6
2559,u51,2013-05-05,1,3,6,4
2560,u51,2013-05-06,14,5,5,4
2561,u51,2013-05-07,5,5,6,5
2562,u51,2013-05-08,2,4,4,3
2563,u51,2013-05-09,3,5,4,3
2564,u51,2013-05-10,2,7,4,3
2565,u51,2013-05-11,5,7,7,7
2566,u51,2013-05-12,3,7,6,6
2567,u51,2013-05-13,3,21,12,3
2568,u51,2013-05-14,6,11,12,10
2569,u51,2013-05-15,3,12,10,8
2570,u51,2013-05-16,9,12,10,11
2571,u51,2013-05-17,2,4,4,13
2572,u51,2013-05-18,3,3,8,3
2573,u51,2013-05-19,2,4,3,4
2574,u51,2013-05-20,2,4,8,3
2575,u51,2013-05-21,4,7,7,7
2576,u51,2013-05-22,3,5,6,4
2577,u51,2013-05-23,2,3,3,4
2578,u51,2013-05-24,2,3,4,4
2579,u51,2013-05-25,1,2,4,3
2580,u51,2013-05-26,4,8,4,4
2581,u51,2013-05-27,3,5,6,4
2582,u51,2013-05-28,2,4,2,4
2583,u51,2013-05-29,1,24,5,2
2584,u51,2013-05-30,5,8,8,6
2585,u51,2013-05-31,4,7,7,6
2586,u51,2013-06-01,4,8,8,5
2587,u51,2013-06-02,2,3,4,4
2588,u51,2013-06-03,4,4,3,4
2589,u51,2013-06-04,3,6,12,3
2590,u51,2013-06-05,3,5,8,3
2591,u51,2013-06-06,3,3,3,5
2592,u51,2013-06-07,3,4,4,3
2593,u51,2013-06-08,3,3,3,3
2594,u51,2013-06-09,3,3,3,3
2595,u51,2013-06-10,3,3,5,3
2596,u51,2013-06-13,0,0,1,0
2597,u51,2013-06-14,1,1,1,1
2598,u51,2013-06-15,1,1,1,1
2599,u51,2013-06-16,1,1,1,1
2600,u51,2013-06-17,1,1,1,1
2601,u51,2013-06-18,1,0,0,1
2602,u51,2013-06-19,1,2,8,1
2603,u51,2013-06-20,6,6,9,6
2604,u51,2013-06-21,9,9,10,9
2605,u51,2013-06-22,2,2,2,12
2606,u51,2013-06-23,1,1,2,1
2607,u51,2013-06-24,1,1,1,2
2608,u51,2013-06-25,1,1,1,1
2609,u51,2013-07-03,0,2,3,2
2610,u52,2013-03-24,11,12,11,9
2611,u52,2013-03-25,11,11,11,11
2612,u52,2013-03-26,11,13,12,11
2613,u52,2013-03-27,0,0,4,0
2614,u52,2013-03-28,3,5,5,4
2615,u52,2013-03-29,1,4,3,3
2616,u52,2013-03-30,2,4,4,2
2617,u52,2013-03-31,0,2,9,4
2618,u52,2013-04-01,4,5,6,5
2619,u52,2013-04-02,4,4,8,3
2620,u52,2013-04-03,4,5,8,6
2621,u52,2013-04-04,4,5,7,8
2622,u52,2013-04-05,1,2,4,2
2623,u52,2013-04-06,0,3,5,2
2624,u52,2013-04-07,2,3,7,3
2625,u52,2013-04-08,3,5,3,5
2626,u52,2013-04-09,2,3,3,6
2627,u52,2013-04-10,3,5,7,3
2628,u52,2013-04-11,5,7,4,6
2629,u52,2013-04-12,1,4,4,1
2630,u52,2013-04-13,3,6,5,4
2631,u52,2013-04-14,2,2,3,3
2632,u52,2013-04-15,2,7,5,3
2633,u52,2013-04-16,5,9,6,4
2634,u52,2013-04-17,2,4,4,6
2635,u52,2013-04-18,2,6,4,4
2636,u52,2013-04-19,1,5,3,2
2637,u52,2013-04-20,3,5,3,3
2638,u52,2013-04-21,3,3,6,4
2639,u52,2013-04-22,5,6,4,5
2640,u52,2013-04-23,4,8,7,5
2641,u52,2013-04-24,0,0,4,6
2642,u52,2013-04-25,2,1,3,5
2643,u52,2013-04-26,4,3,6,5
2644,u52,2013-04-27,3,4,6,4
2645,u52,2013-04-28,3,5,6,5
2646,u52,2013-04-29,3,5,6,4
2647,u52,2013-04-30,5,7,7,6
2648,u52,2013-05-01,4,5,8,5
2649,u52,2013-05-02,4,6,6,5
2650,u52,2013-05-03,5,6,5,6
2651,u52,2013-05-04,1,5,6,2
2652,u52,2013-05-05,4,6,6,5
2653,u52,2013-05-06,5,8,3,5
2654,u52,2013-05-07,2,3,3,4
2655,u52,2013-05-08,1,7,6,1
2656,u52,2013-05-09,3,4,4,4
2657,u52,2013-05-10,2,5,4,4
2658,u52,2013-05-11,2,5,4,5
2659,u52,2013-05-12,0,0,0,3
2660,u52,2013-05-13,4,6,8,5
2661,u52,2013-05-14,5,7,7,6
2662,u52,2013-05-15,1,2,7,6
2663,u52,2013-05-16,4,6,6,6
2664,u52,2013-05-17,4,7,8,5
2665,u52,2013-05-18,1,2,2,11
2666,u52,2013-05-19,2,4,4,2
2667,u52,2013-05-20,4,6,8,4
2668,u52,2013-05-21,4,9,10,5
2669,u52,2013-05-22,4,6,7,4
2670,u52,2013-05-23,4,6,7,6
2671,u52,2013-05-24,6,6,7,7
2672,u52,2013-05-25,7,7,8,8
2673,u52,2013-05-26,8,7,7,9
2674,u52,2013-05-27,0,0,2,0
2675,u52,2013-05-28,4,3,3,5
2676,u52,2013-05-29,8,5,1,5
2677,u52,2013-05-30,2,3,4,3
2678,u52,2013-05-31,4,4,5,4
2679,u52,2013-06-01,4,4,6,5
2680,u52,2013-06-02,6,6,6,6
2681,u52,2013-06-03,6,6,8,6
2682,u52,2013-06-04,9,9,9,10
2683,u52,2013-06-05,0,0,0,7
2684,u53,2013-03-24,10,10,10,8
2685,u53,2013-03-25,10,10,10,10
2686,u53,2013-03-26,10,10,10,10
2687,u53,2013-03-27,10,10,20,10
2688,u53,2013-03-28,15,17,17,15
2689,u53,2013-03-29,18,20,21,18
2690,u53,2013-03-30,20,20,23,20
2691,u53,2013-03-31,22,23,22,22
2692,u53,2013-04-01,23,24,23,22
2693,u53,2013-04-02,26,4,15,26
2694,u53,2013-04-03,17,21,19,18
2695,u53,2013-04-04,16,15,18,18
2696,u53,2013-04-05,19,20,21,18
2697,u53,2013-04-06,20,20,26,20
2698,u53,2013-04-07,11,11,11,7
2699,u53,2013-04-08,11,11,13,11
2700,u53,2013-04-09,12,12,12,12
2701,u53,2013-04-10,12,14,14,12
2702,u53,2013-04-11,3,8,7,14
2703,u53,2013-04-12,2,3,3,8
2704,u53,2013-04-13,5,7,7,5
